activity_id,split,reporting_orgs,start_year,rating,finance,integratedness,implementer_performance,targets,context,risks,complexity,activity_scope,gdp_percap,cpia_score,region_AFE,region_AFW,region_EAP,region_ECA,region_LAC,region_MENA,region_SAS,finance_is_loan,planned_duration,planned_expenditure,rep_org_0,rep_org_1,rep_org_2,umap3_x,umap3_y,umap3_z,sector_distance,country_distance,sector_cluster_increased_food_production,sector_cluster_Green_growth_initiatives,sector_cluster_Road_safety_improvements,sector_cluster_Contingencies,sector_cluster_Improved_transport_infrastructure,sector_cluster_Capacity_Building_and_Technical_Assistance,sector_cluster_increased_managed_forest_land,sector_cluster_reduced_PM2.5_air_pollution,sector_cluster_Climate_adaptation,sector_cluster_Institutional_capacity_building,sector_cluster_reduced_CO2_emissions,sector_cluster_Project_Management,sector_cluster_more_people_with_drinking_water_services,sector_cluster_Land_acquisition_and_resettlement,sector_cluster_Urban_flood_protection,sector_cluster_Financing_charges,llm_features_missing_count,llm_features_present_ratio,governance_missing_count,feature_completeness_ratio,cpia_missing,sector_clusters_missing,gdp_percap_missing,planned_expenditure_missing,planned_duration_missing,wgi_any_missing,umap_missing,governance_composite,expenditure_x_complexity,expenditure_per_year_log,log_planned_expenditure
44000-P147499,val,World Bank,2015,3.0,75.0,75.0,85.0,40.0,60.0,20.0,70.0,3,10.082948891052835,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.336755646817249,188300993.0935041,0,0,1,,,,,,0.0,0.4281345565749236,0.02813455657492355,0.15229357798165138,0.09724770642201837,0.0006116207951070338,0.0,0.0,0.0,0.0,0.11131498470948013,0.0,0.0,0.18226299694189607,0.0,0.0,0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3217497050762178,13181069516.545286,16.93287813809659,19.053552267609778
44000-P114827,val,World Bank,2013,3.0,90.0,85.0,90.0,70.0,95.0,70.0,70.0,3,7.899770695425929,3.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.70362765229295,175000000.0,0,0,1,,,,,,0.0,0.0,0.9629629629629629,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.4445260286331177,12250000000.0,16.816556621607795,18.980296531887788
44000-P071296,train,World Bank,2005,1.0,85.0,85.0,85.0,45.0,75.0,70.0,85.0,3,8.502166958517233,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,21500000.000000015,0,0,1,,,,,,0.0,0.0,0.0,0.0,0.9767441860465116,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.7442403078079227,1827500000.0000012,15.274125580663792,16.883563493097892
44000-P070519,train,World Bank,2005,4.0,85.0,75.0,90.0,70.0,40.0,30.0,40.0,0,9.495755989508307,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,96783263.01587465,0,0,1,,,,,,0.0,0.0,0.0,0.0,0.997331055834312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002668944165688054,0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.352910432219505,3871330520.634986,16.778546722134738,18.387984634568838
44000-P064918,train,World Bank,2007,2.0,85.0,85.0,75.0,75.0,75.0,75.0,75.0,3,9.857592932414972,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.993839835728953,11881919.036923291,0,0,1,-1.2134642601013184,4.651252269744873,5.716046333312988,0.5399057865142822,0.5870254039764404,,,,,,,,,,,,,,,,,0,1.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.009828069806099066,891143927.7692468,14.68232327394447,16.290528393947938
44000-P147921,test,World Bank,2017,3.0,95.0,85.0,85.0,85.0,85.0,75.0,75.0,6,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.9979466119096507,96999999.99999996,0,0,1,2.9486520290374756,3.115856647491455,-0.3835628926753998,0.5470266342163086,0.5913081169128418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9072164948453607,0.09278350515463918,0.0,0.0,0.0,0.0,0,1.0,6,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,7274999999.999996,17.292293944847863,18.390221536467656
44000-P154672,val,World Bank,2016,5.0,85.0,60.0,,70.0,75.0,40.0,40.0,0,9.495755989508307,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.923340177960301,500000000.0000005,0,0,1,1.2207828760147095,3.7561817169189453,4.99868631362915,0.7119503617286682,0.6953290700912476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.8571428571428572,1,0.8571428571428572,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2103804707527162,20000000000.00002,18.663175279189105,20.030118656386467
44000-P154683,test,World Bank,2016,2.0,,,85.0,,,,,3,7.118894801368185,3.29166666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,57897841.06510368,0,0,1,0.9184801578521729,3.1024270057678223,5.143280029296875,0.6096762418746948,0.5959677696228027,0.0,0.0,0.0,0.0,0.451219512195122,0.0,0.48780487804878053,0.0,0.0,0.0,0.0,0.06097560975609757,0.0,0.0,0.0,0.0,6,0.1428571428571429,0,0.1428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4270756468176842,,16.264752742110026,17.874190654544126
44000-P158713,test,World Bank,2018,4.0,85.0,,85.0,75.0,85.0,70.0,75.0,3,9.495755989508307,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.000684462696783,300453174.5547054,0,0,1,2.091531276702881,0.698530375957489,5.649085998535156,0.6130056381225586,0.5819675922393799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06275874482510349,0.0,0.0,0.9347413051738965,0.0,0.0,0.00249995000099998,1,0.8571428571428572,1,0.8571428571428572,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1007613956928252,22533988091.602905,17.57479455002803,19.52080247468841
44000-P087925,train,World Bank,2007,3.0,75.0,75.0,75.0,40.0,45.0,75.0,60.0,3,8.294352429256765,3.73333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.9952087611225187,8831760.866327854,0,0,1,-1.9451732635498047,3.0583138465881348,3.9330692291259766,0.5568066835403442,0.5796039700508118,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7458485484123235,529905651.97967124,14.896851038957953,15.99386497130907
44000-P133312,val,World Bank,2015,3.0,75.0,85.0,85.0,70.0,85.0,40.0,60.0,3,6.9779468831685385,3.74167,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.089664613278575,108900000.00000012,0,0,1,2.551753282546997,4.304414749145508,-0.15860924124717712,0.562626302242279,0.5912689566612244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5960879802703857,6534000000.000008,16.298802576623466,18.50594058790319
44000-P115464,train,World Bank,2012,3.0,85.0,85.0,90.0,60.0,85.0,40.0,70.0,3,8.57032677213768,3.91666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,40000000.00000003,0,0,1,1.9928936958312988,2.5659289360046387,1.0787136554718018,0.577755868434906,0.5943610072135925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.717948717948718,0.05128205128205128,0.23076923076923078,0.0,0.0,0.0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.456401751562953,2800000000.000002,16.11809565095832,17.50439001207821
44000-P106424,train,World Bank,2010,4.0,90.0,85.0,95.0,75.0,85.0,85.0,75.0,3,9.558031200214312,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.303901437371663,487852436.70601827,0,0,1,3.3906748294830322,4.220701217651367,1.989608645439148,0.5549652576446533,0.5865386724472046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2511378824710846,36588932752.95137,18.546001611932738,20.00552353429108
44000-P090073,train,World Bank,2006,3.0,85.0,85.0,90.0,60.0,85.0,75.0,70.0,3,8.113269009671,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,130071710.99051495,0,0,1,1.143135666847229,3.4640822410583496,5.219511032104492,0.6634008884429932,0.648545503616333,,,,,,,,,,,,,,,,,0,1.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.552012515068054,9105019769.336046,17.074158566901676,18.683596479335776
44000-P111598,train,World Bank,2010,4.0,85.0,85.0,85.0,65.0,85.0,70.0,75.0,3,7.078126955347104,3.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.441478439425051,399999999.99999934,0,0,1,3.367805004119873,3.338595390319824,-0.2543856203556061,0.5311219096183777,0.5623738169670105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.975,0.025,0.0,0.0,0.0,0.0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.497378784418106,29999999999.99995,17.799905560991974,19.806975105072254
44000-P143996,val,World Bank,2013,3.0,85.0,85.0,85.0,75.0,70.0,85.0,75.0,0,8.835604120164218,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,107517440.44572483,0,0,1,0.7961865067481995,0.885948121547699,5.59694242477417,0.5492361783981323,0.5876263976097107,0.0,0.0,0.0,0.0,0.43166089965397925,0.0,0.0,0.0,0.0,0.0657439446366782,0.0,0.12197231833910036,0.3806228373702422,0.0,0.0,0.0,0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6072564024478198,8063808033.429362,17.106869267957567,18.493163629077458
44000-P168446,test,World Bank,2019,3.0,85.0,85.0,85.0,40.0,20.0,20.0,85.0,0,6.025281008080219,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.001368925393566,399999999.99999934,0,0,1,,,,,,,,,,,,,,,,,,,,,,0,1.0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.6893681764602682,33999999999.999943,19.113143695953283,19.806975105072254
44000-P146482,val,World Bank,2014,2.0,85.0,85.0,92.0,70.0,70.0,40.0,70.0,0,7.214695429019225,3.05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,100000000.00000018,0,0,1,,,,,,0.0,0.0,0.0,0.3785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6214999999999999,0.0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.163473904132843,7000000000.000012,16.811242831518268,18.420680743952367
44000-P123760,train,World Bank,2012,3.0,95.0,85.0,90.0,70.0,75.0,40.0,70.0,3,9.558031200214312,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.002053388090349,,0,0,1,-1.6526095867156982,4.7382612228393555,5.136993885040283,0.546423077583313,0.5870440006256104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10627551020408164,0.8937244897959185,0.0,0.0,0.0,0.0,0.0,0,1.0,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.1934439301490784,,,
44000-P095240,train,World Bank,2006,2.0,85.0,85.0,85.0,40.0,45.0,40.0,70.0,0,6.300780846027147,3.58333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.998631074606434,10000000.000000006,0,0,1,1.876530408859253,2.6265816688537598,1.0987412929534912,0.5910412073135376,0.6069334745407104,0.0,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.3,0.0,0.0,0.0,0.04,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2546073853969574,700000000.0000004,15.425633167446692,16.11809565095832
44000-P094917,train,World Bank,2006,2.0,85.0,85.0,85.0,70.0,90.0,40.0,20.0,6,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.4195756331279945,93273790.53088813,0,0,1,2.95786190032959,2.9579341411590576,-0.45786166191101074,0.5449233651161194,0.5909931063652039,,,,,,,,,,,,,,,,,0,1.0,6,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,,1865475810.6177626,17.121533250790844,18.35104971028561
44000-P078301,train,World Bank,2005,3.0,85.0,85.0,85.0,60.0,90.0,85.0,75.0,3,9.547194588205324,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,32403703.492039286,0,0,1,-2.4467999935150146,4.33095645904541,4.614755153656006,0.536993682384491,0.5725203156471252,0.0,0.0,0.0,0.0,0.0,0.0,0.5770220062875107,0.0,0.0,0.1054587024864247,0.22977993712489278,0.04544155472992283,0.0,0.042297799371248924,0.0,0.0,0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4785824418067932,2430277761.9029465,15.502023810312004,17.293783279540058
44000-P101414,train,World Bank,2011,2.0,85.0,85.0,85.0,40.0,85.0,65.0,70.0,6,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5600000.000000004,0,0,1,2.277341842651367,3.39699649810791,0.2284999042749405,0.5296690464019775,0.5648936033248901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,6,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,392000000.00000024,13.928839243271279,15.538277155705378
44000-P160700,test,World Bank,2017,2.0,,85.0,85.0,60.0,75.0,70.0,75.0,0,7.303426038671241,3.46666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5441478439425051,38268524.925844714,0,0,1,0.4273540675640106,2.6855275630950928,2.3663477897644043,0.5810002684593201,0.5957223773002625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.8571428571428572,0,0.8571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4833361655473708,2870139369.4383535,17.025666111915257,17.460138312782508
44000-P087912,train,World Bank,2004,3.0,70.0,85.0,85.0,60.0,40.0,20.0,75.0,3,8.711708488625058,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.572210814510608,64999999.99999989,0,0,1,1.6581907272338867,0.20047633349895477,5.421896457672119,0.5429800748825073,0.594051718711853,,,,,,,,,,,,,,,,,0,1.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.616190314292906,4874999999.999991,15.841372157164313,17.98989782785991
44000-P065256,train,World Bank,2002,1.0,85.0,85.0,75.0,70.0,75.0,40.0,45.0,3,9.042202351976398,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,61237243.569579534,0,0,1,1.503374695777893,-0.0751965120434761,3.9398961067199707,0.5492979288101196,0.5870776176452637,,,,,,,,,,,,,,,,,0,1.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.4753135189414026,2755675960.631079,16.13850664821845,17.930266117446504
